Lines of code metrics,Thu., 14 Oct. 2021 19:19:04 EDT,,,,,,,,,,,,,
Method,CLOC,JLOC,LOC,NCLOC,RLOC,,,,,,,,,,
com.amaze.filemanager.asynchronous.asynctasks.DeleteTask.onPostExecute(AsyncTaskResult<Boolean>),1,0,23,22,18.55%,,,,,,,,,,
com.amaze.filemanager.asynchronous.asynctasks.DeleteTask.onProgressUpdate(String...),0,0,5,5,4.03%,,,,,,,,,,
"com.amaze.filemanager.asynchronous.asynctasks.GenerateHashesTask.GenerateHashesTask(HybridFileParcelable,Context,View)",0,0,8,8,5.37%,,,,,,,,,,
com.amaze.filemanager.asynchronous.asynctasks.GenerateHashesTask.createChecksum(),0,0,14,14,9.40%,,,,,,,,,,
com.amaze.filemanager.asynchronous.asynctasks.GenerateHashesTask.doInBackground(Void...),0,0,52,52,34.90%,,,,,,,,,,
com.amaze.filemanager.asynchronous.asynctasks.GenerateHashesTask.getMD5Checksum(),0,0,8,8,5.37%,,,,,,,,,,
com.amaze.filemanager.asynchronous.asynctasks.GenerateHashesTask.getSHA256Checksum(),1,0,19,18,12.75%,,,,,,,,,,
com.amaze.filemanager.asynchronous.asynctasks.GenerateHashesTask.onPostExecute(String[]),0,0,35,35,23.49%,,,,,,,,,,
"com.amaze.filemanager.asynchronous.asynctasks.LoadFilesListTask.LoadFilesListTask(Context,String,MainFragment,OpenMode,boolean,boolean,OnAsyncTaskFinished<Pair<OpenMode, ArrayList<LayoutElementParcelable>>>)",0,0,16,16,3.43%,,,,,,,,,,
com.amaze.filemanager.asynchronous.asynctasks.LoadFilesListTask.createListParcelables(HybridFileParcelable),0,0,45,45,9.64%,,,,,,,,,,
com.amaze.filemanager.asynchronous.asynctasks.LoadFilesListTask.doInBackground(Void...),1,0,170,169,36.40%,,,,,,,,,,
com.amaze.filemanager.asynchronous.asynctasks.LoadFilesListTask.listApks(),0,0,29,29,6.21%,,,,,,,,,,
"com.amaze.filemanager.asynchronous.asynctasks.LoadFilesListTask.listCloud(String,CloudStorage,OpenMode,OnFileFound)",0,0,13,13,2.78%,,,,,,,,,,
com.amaze.filemanager.asynchronous.asynctasks.LoadFilesListTask.listDocs(),0,0,51,51,10.92%,,,,,,,,,,
com.amaze.filemanager.asynchronous.asynctasks.LoadFilesListTask.listDocumentFiles(OnFileFound),0,0,9,9,1.93%,,,,,,,,,,
com.amaze.filemanager.asynchronous.asynctasks.LoadFilesListTask.listImages(),0,0,4,4,0.86%,,,,,,,,,,
"com.amaze.filemanager.asynchronous.asynctasks.LoadFilesListTask.listMediaCommon(Uri,String[],String)",0,0,24,24,5.14%,,,,,,,,,,
"com.amaze.filemanager.asynchronous.asynctasks.LoadFilesListTask.listOtg(String,OnFileFound)",4,7,15,8,3.21%,,,,,,,,,,
com.amaze.filemanager.asynchronous.asynctasks.LoadFilesListTask.listRecent(),0,0,26,26,5.57%,,,,,,,,,,
com.amaze.filemanager.asynchronous.asynctasks.LoadFilesListTask.listRecentFiles(),0,0,38,38,8.14%,,,,,,,,,,
com.amaze.filemanager.asynchronous.asynctasks.LoadFilesListTask.listVideos(),0,0,4,4,0.86%,,,,,,,,,,
com.amaze.filemanager.asynchronous.asynctasks.LoadFilesListTask.listaudio(),0,0,5,5,1.07%,,,,,,,,,,
com.amaze.filemanager.asynchronous.asynctasks.LoadFilesListTask.onCancelled(),0,0,4,4,0.86%,,,,,,,,,,
"com.amaze.filemanager.asynchronous.asynctasks.LoadFilesListTask.onPostExecute(Pair<OpenMode, ArrayList<LayoutElementParcelable>>)",0,0,4,4,0.86%,,,,,,,,,,
"com.amaze.filemanager.asynchronous.asynctasks.LoadFolderSpaceDataTask.LoadFolderSpaceDataTask(Context,AppTheme,PieChart,HybridFileParcelable)",0,0,19,19,21.35%,,,,,,,,,,
"com.amaze.filemanager.asynchronous.asynctasks.LoadFolderSpaceDataTask.createEntriesFromArray(long[],boolean)",0,0,10,10,11.24%,,,,,,,,,,
com.amaze.filemanager.asynchronous.asynctasks.LoadFolderSpaceDataTask.doInBackground(Void...),0,0,10,10,11.24%,,,,,,,,,,
"com.amaze.filemanager.asynchronous.asynctasks.LoadFolderSpaceDataTask.onPostExecute(Pair<String, List<PieEntry>>)",0,0,10,10,11.24%,,,,,,,,,,
com.amaze.filemanager.asynchronous.asynctasks.LoadFolderSpaceDataTask.onProgressUpdate(Long[]),0,0,11,11,12.36%,,,,,,,,,,
"com.amaze.filemanager.asynchronous.asynctasks.LoadFolderSpaceDataTask.updateChart(String,List<PieEntry>)",0,0,16,16,17.98%,,,,,,,,,,
"com.amaze.filemanager.asynchronous.asynctasks.MoveFiles.MoveFiles(ArrayList<ArrayList<HybridFileParcelable>>,boolean,String,Context,OpenMode)",0,0,12,12,6.67%,,,,,,,,,,
com.amaze.filemanager.asynchronous.asynctasks.MoveFiles.doInBackground(ArrayList<String>...),4,0,65,61,36.11%,,,,,,,,,,
com.amaze.filemanager.asynchronous.asynctasks.MoveFiles.getOperationSupportedFileSystem(),5,6,16,10,8.89%,,,,,,,,,,
"com.amaze.filemanager.asynchronous.asynctasks.MoveFiles.isMoveOperationValid(HybridFileParcelable,HybridFile)",0,0,3,3,1.67%,,,,,,,,,,
com.amaze.filemanager.asynchronous.asynctasks.MoveFiles.onPostExecute(Boolean),4,0,68,64,37.78%,,,,,,,,,,
com.amaze.filemanager.asynchronous.asynctasks.MoveFilesTest.setUp(),0,0,9,9,20.93%,,,,,,,,,,
com.amaze.filemanager.asynchronous.asynctasks.MoveFilesTest.testMoveFilesUsingSftp(),0,0,29,29,67.44%,,,,,,,,,,
"com.amaze.filemanager.asynchronous.asynctasks.PrepareCopyTask.CopyNode.CopyNode(String,ArrayList<HybridFileParcelable>)",0,0,19,19,27.14%,,,,,,,,,,
com.amaze.filemanager.asynchronous.asynctasks.PrepareCopyTask.CopyNode.getConflictingFiles(),0,0,3,3,4.29%,,,,,,,,,,
com.amaze.filemanager.asynchronous.asynctasks.PrepareCopyTask.CopyNode.getFilesToCopy(),0,0,3,3,4.29%,,,,,,,,,,
com.amaze.filemanager.asynchronous.asynctasks.PrepareCopyTask.CopyNode.getPath(),0,0,3,3,4.29%,,,,,,,,,,
"com.amaze.filemanager.asynchronous.asynctasks.PrepareCopyTask.CopyNode.getUnvisitedChildNode(Set<CopyNode>,CopyNode)",0,0,8,8,11.43%,,,,,,,,,,
com.amaze.filemanager.asynchronous.asynctasks.PrepareCopyTask.CopyNode.goToNextNode(),1,1,16,15,22.86%,,,,,,,,,,
com.amaze.filemanager.asynchronous.asynctasks.PrepareCopyTask.CopyNode.hasStarted(),0,0,3,3,4.29%,,,,,,,,,,
com.amaze.filemanager.asynchronous.asynctasks.PrepareCopyTask.CopyNode.startCopy(),0,0,7,7,10.00%,,,,,,,,,,
"com.amaze.filemanager.asynchronous.asynctasks.PrepareCopyTask.PrepareCopyTask(String,Boolean,MainActivity,boolean,OpenMode)",0,0,9,9,2.69%,,,,,,,,,,
"com.amaze.filemanager.asynchronous.asynctasks.PrepareCopyTask.checkConflicts(ArrayList<HybridFileParcelable>,HybridFile)",0,0,15,15,4.48%,,,,,,,,,,
com.amaze.filemanager.asynchronous.asynctasks.PrepareCopyTask.doInBackground(ArrayList<HybridFileParcelable>...),2,0,29,27,8.66%,,,,,,,,,,
"com.amaze.filemanager.asynchronous.asynctasks.PrepareCopyTask.doNotReplaceFiles(String,ArrayList<HybridFileParcelable>,ArrayList<HybridFileParcelable>)",0,0,17,17,5.07%,,,,,,,,,,
"com.amaze.filemanager.asynchronous.asynctasks.PrepareCopyTask.finishCopying(ArrayList<String>,ArrayList<ArrayList<HybridFileParcelable>>)",2,0,37,35,11.04%,,,,,,,,,,
"com.amaze.filemanager.asynchronous.asynctasks.PrepareCopyTask.onEndDialog(String,ArrayList<HybridFileParcelable>,ArrayList<HybridFileParcelable>)",0,0,32,32,9.55%,,,,,,,,,,
com.amaze.filemanager.asynchronous.asynctasks.PrepareCopyTask.onPostExecute(CopyNode),1,0,20,19,5.97%,,,,,,,,,,
com.amaze.filemanager.asynchronous.asynctasks.PrepareCopyTask.onPreExecute(),0,0,6,6,1.79%,,,,,,,,,,
com.amaze.filemanager.asynchronous.asynctasks.PrepareCopyTask.onProgressUpdate(String...),0,0,4,4,1.19%,,,,,,,,,,
"com.amaze.filemanager.asynchronous.asynctasks.PrepareCopyTask.replaceFiles(String,ArrayList<HybridFileParcelable>,ArrayList<HybridFileParcelable>)",0,0,13,13,3.88%,,,,,,,,,,
"com.amaze.filemanager.asynchronous.asynctasks.PrepareCopyTask.showDialog(String,ArrayList<HybridFileParcelable>,ArrayList<HybridFileParcelable>)",2,0,39,37,11.64%,,,,,,,,,,
"com.amaze.filemanager.asynchronous.asynctasks.PrepareCopyTask.startService(ArrayList<HybridFileParcelable>,String,OpenMode)",0,0,10,10,2.99%,,,,,,,,,,
"com.amaze.filemanager.asynchronous.asynctasks.SearchAsyncTask.SearchAsyncTask(Activity,String,OpenMode,boolean,boolean,boolean)",0,0,9,9,5.96%,,,,,,,,,,
com.amaze.filemanager.asynchronous.asynctasks.SearchAsyncTask.SearchFilter.searchFilter(String),0,n/a,n/a,1,33.33%,,,,,,,,,,
com.amaze.filemanager.asynchronous.asynctasks.SearchAsyncTask.bashRegexToJava(String),4,5,23,18,15.23%,,,,,,,,,,
com.amaze.filemanager.asynchronous.asynctasks.SearchAsyncTask.doInBackground(String...),6,0,21,15,13.91%,,,,,,,,,,
com.amaze.filemanager.asynchronous.asynctasks.SearchAsyncTask.onCancelled(),0,0,4,4,2.65%,,,,,,,,,,
com.amaze.filemanager.asynchronous.asynctasks.SearchAsyncTask.onPostExecute(Void),0,0,6,6,3.97%,,,,,,,,,,
com.amaze.filemanager.asynchronous.asynctasks.SearchAsyncTask.onPreExecute(),5,0,11,6,7.28%,,,,,,,,,,
com.amaze.filemanager.asynchronous.asynctasks.SearchAsyncTask.onProgressUpdate(HybridFileParcelable...),0,0,6,6,3.97%,,,,,,,,,,
"com.amaze.filemanager.asynchronous.asynctasks.SearchAsyncTask.search(HybridFile,SearchFilter)",5,5,27,22,17.88%,,,,,,,,,,
"com.amaze.filemanager.asynchronous.asynctasks.SearchAsyncTask.search(HybridFile,String)",4,6,9,3,5.96%,,,,,,,,,,
"com.amaze.filemanager.asynchronous.asynctasks.SearchAsyncTask.searchRegExFind(HybridFile,Pattern)",4,6,9,3,5.96%,,,,,,,,,,
"com.amaze.filemanager.asynchronous.asynctasks.SearchAsyncTask.searchRegExMatch(HybridFile,Pattern)",5,7,10,3,6.62%,,,,,,,,,,
com.amaze.filemanager.asynchronous.asynctasks.SearchAsyncTask.setCallback(HelperCallbacks),0,0,4,4,2.65%,,,,,,,,,,
com.amaze.filemanager.asynchronous.asynctasks.ssh.PemToKeyPairTaskTest.testEncryptedKeyToKeyPair(),0,0,30,30,29.13%,,,,,,,,,,
com.amaze.filemanager.asynchronous.asynctasks.ssh.PemToKeyPairTaskTest.testUnencryptedKeyToKeyPair(),0,0,15,15,14.56%,,,,,,,,,,
com.amaze.filemanager.asynchronous.asynctasks.ssh.PemToKeyPairTaskTest2.testEncryptedKeyToKeyPair(),0,0,30,30,42.86%,,,,,,,,,,
com.amaze.filemanager.asynchronous.asynctasks.ssh.PemToKeyPairTaskTest2.testUnencryptedKeyToKeyPair(),0,0,15,15,21.43%,,,,,,,,,,
"com.amaze.filemanager.asynchronous.asynctasks.texteditor.read.ReadTextFileCallable.ReadTextFileCallable(ContentResolver,EditableFileAbstraction,File,boolean)",0,0,10,10,12.05%,,,,,,,,,,
com.amaze.filemanager.asynchronous.asynctasks.texteditor.read.ReadTextFileCallable.call(),0,0,44,44,53.01%,,,,,,,,,,
com.amaze.filemanager.asynchronous.asynctasks.texteditor.read.ReadTextFileCallable.loadFile(File),3,0,21,18,25.30%,,,,,,,,,,
"com.amaze.filemanager.asynchronous.asynctasks.texteditor.write.WriteTextFileCallable.WriteTextFileCallable(Context,ContentResolver,EditableFileAbstraction,String,File,boolean)",0,0,14,14,17.28%,,,,,,,,,,
com.amaze.filemanager.asynchronous.asynctasks.texteditor.write.WriteTextFileCallable.call(),1,0,47,46,58.02%,,,,,,,,,,
"com.amaze.filemanager.asynchronous.asynctasks.texteditor.write.WriteTextFileCallable.openFile(File,Context)",1,0,12,11,14.81%,,,,,,,,,,
"com.amaze.filemanager.asynchronous.asynctasks.texteditor.write.WriteTextFileCallableTest.BlockAllOutputStreamsFileUtil.getOutputStream(File,Context)",0,0,5,5,62.50%,,,,,,,,,,
"com.amaze.filemanager.asynchronous.asynctasks.texteditor.write.WriteTextFileCallableTest.BypassMountPartitionRootUtils.concatenateFile(String,String)",0,0,9,9,75.00%,,,,,,,,,,
"com.amaze.filemanager.asynchronous.asynctasks.texteditor.write.WriteTextFileCallableTest.ShellNotRunningRootUtils.concatenateFile(String,String)",0,0,5,5,62.50%,,,,,,,,,,
com.amaze.filemanager.asynchronous.asynctasks.texteditor.write.WriteTextFileCallableTest.testWriteBogeyUri(),0,0,13,13,7.88%,,,,,,,,,,
com.amaze.filemanager.asynchronous.asynctasks.texteditor.write.WriteTextFileCallableTest.testWriteContentUri(),0,0,14,14,8.48%,,,,,,,,,,
com.amaze.filemanager.asynchronous.asynctasks.texteditor.write.WriteTextFileCallableTest.testWriteFileNonRoot(),0,0,14,14,8.48%,,,,,,,,,,
com.amaze.filemanager.asynchronous.asynctasks.texteditor.write.WriteTextFileCallableTest.testWriteFileOverwriting(),0,0,15,15,9.09%,,,,,,,,,,
com.amaze.filemanager.asynchronous.asynctasks.texteditor.write.WriteTextFileCallableTest.testWriteFileRoot(),0,0,17,17,10.30%,,,,,,,,,,
com.amaze.filemanager.asynchronous.asynctasks.texteditor.write.WriteTextFileCallableTest.testWriteFileRootCacheFileNotFound(),0,0,19,19,11.52%,,,,,,,,,,
com.amaze.filemanager.asynchronous.asynctasks.texteditor.write.WriteTextFileCallableTest.testWriteFileRootNoCacheFile(),0,0,18,18,10.91%,,,,,,,,,,
com.amaze.filemanager.asynchronous.asynctasks.texteditor.write.WriteTextFileCallableTest.testWriteFileRootShellNotRunning(),0,0,20,20,12.12%,,,,,,,,,,
com.amaze.filemanager.asynchronous.broadcast_receivers.PackageReceiver.PackageReceiver(AppListLoader),1,0,12,11,48.00%,,,,,,,,,,
"com.amaze.filemanager.asynchronous.broadcast_receivers.PackageReceiver.onReceive(Context,Intent)",0,0,4,4,16.00%,,,,,,,,,,
"com.amaze.filemanager.asynchronous.loaders.AppListLoader.AppListLoader(Context,int,boolean)",4,0,10,6,6.45%,,,,,,,,,,
"com.amaze.filemanager.asynchronous.loaders.AppListLoader.AppsDataPair.AppsDataPair(List<AppDataParcelable>,List<String>)",4,6,9,3,75.00%,,,,,,,,,,
com.amaze.filemanager.asynchronous.loaders.AppListLoader.deliverResult(AppsDataPair),5,0,17,14,10.97%,,,,,,,,,,
com.amaze.filemanager.asynchronous.loaders.AppListLoader.isAppInSystemPartition(ApplicationInfo),4,4,9,5,5.81%,,,,,,,,,,
"com.amaze.filemanager.asynchronous.loaders.AppListLoader.isSignedBySystem(PackageInfo,PackageInfo)",1,1,7,6,4.52%,,,,,,,,,,
com.amaze.filemanager.asynchronous.loaders.AppListLoader.loadInBackground(),0,0,47,47,30.32%,,,,,,,,,,
com.amaze.filemanager.asynchronous.loaders.AppListLoader.onCanceled(AppsDataPair),1,0,5,5,3.23%,,,,,,,,,,
com.amaze.filemanager.asynchronous.loaders.AppListLoader.onReleaseResources(AppsDataPair),2,1,3,1,1.94%,,,,,,,,,,
com.amaze.filemanager.asynchronous.loaders.AppListLoader.onReset(),2,0,15,14,9.68%,,,,,,,,,,
com.amaze.filemanager.asynchronous.loaders.AppListLoader.onStartLoading(),1,0,14,13,9.03%,,,,,,,,,,
com.amaze.filemanager.asynchronous.loaders.AppListLoader.onStopLoading(),0,0,4,4,2.58%,,,,,,,,,,
com.amaze.filemanager.asynchronous.management.ServiceWatcherUtil.ServiceStatusCallbacks.getApplicationContext(),0,n/a,n/a,1,8.33%,,,,,,,,,,
com.amaze.filemanager.asynchronous.management.ServiceWatcherUtil.ServiceStatusCallbacks.isDecryptService(),1,n/a,n/a,1,16.67%,,,,,,,,,,
com.amaze.filemanager.asynchronous.management.ServiceWatcherUtil.ServiceStatusCallbacks.progressHalted(),1,n/a,n/a,1,16.67%,,,,,,,,,,
com.amaze.filemanager.asynchronous.management.ServiceWatcherUtil.ServiceStatusCallbacks.progressResumed(),1,n/a,n/a,1,16.67%,,,,,,,,,,
"com.amaze.filemanager.asynchronous.management.ServiceWatcherUtil.ServiceWatcherRepeatingRunnable.ServiceWatcherRepeatingRunnable(boolean,ServiceStatusCallbacks,ProgressHandler)",0,0,8,8,11.94%,,,,,,,,,,
com.amaze.filemanager.asynchronous.management.ServiceWatcherUtil.ServiceWatcherRepeatingRunnable.run(),12,0,55,43,82.09%,,,,,,,,,,
com.amaze.filemanager.asynchronous.management.ServiceWatcherUtil.ServiceWatcherUtil(ProgressHandler),1,1,6,5,3.09%,,,,,,,,,,
"com.amaze.filemanager.asynchronous.management.ServiceWatcherUtil.WaitNotificationThread.WaitNotificationThread(Context,boolean)",0,0,4,4,15.38%,,,,,,,,,,
com.amaze.filemanager.asynchronous.management.ServiceWatcherUtil.WaitNotificationThread.run(),0,0,19,19,73.08%,,,,,,,,,,
com.amaze.filemanager.asynchronous.management.ServiceWatcherUtil.postWaiting(Context),4,4,17,13,8.76%,,,,,,,,,,
"com.amaze.filemanager.asynchronous.management.ServiceWatcherUtil.runService(Context,Intent)",11,9,29,18,14.95%,,,,,,,,,,
com.amaze.filemanager.asynchronous.management.ServiceWatcherUtil.stopWatch(),5,5,10,5,5.15%,,,,,,,,,,
com.amaze.filemanager.asynchronous.management.ServiceWatcherUtil.watch(ServiceStatusCallbacks),4,4,8,4,4.12%,,,,,,,,,,
com.amaze.filemanager.asynchronous.services.AbstractProgressiveService.ProgressListener.onUpdate(DatapointParcelable),0,n/a,n/a,1,25.00%,,,,,,,,,,
com.amaze.filemanager.asynchronous.services.AbstractProgressiveService.ProgressListener.refresh(),0,n/a,n/a,1,25.00%,,,,,,,,,,
com.amaze.filemanager.asynchronous.services.AbstractProgressiveService.addDatapoint(DatapointParcelable),0,0,10,10,3.75%,,,,,,,,,,
"com.amaze.filemanager.asynchronous.services.AbstractProgressiveService.addFirstDatapoint(String,int,long,boolean)",0,0,9,9,3.37%,,,,,,,,,,
com.amaze.filemanager.asynchronous.services.AbstractProgressiveService.clearDataPackages(),0,n/a,n/a,1,0.37%,,,,,,,,,,
"com.amaze.filemanager.asynchronous.services.AbstractProgressiveService.finalizeNotification(ArrayList<HybridFile>,boolean)",1,1,25,24,9.36%,,,,,,,,,,
com.amaze.filemanager.asynchronous.services.AbstractProgressiveService.getDataPackage(int),6,6,9,3,3.37%,,,,,,,,,,
com.amaze.filemanager.asynchronous.services.AbstractProgressiveService.getDataPackageSize(),0,0,3,3,1.12%,,,,,,,,,,
com.amaze.filemanager.asynchronous.services.AbstractProgressiveService.getDataPackages(),1,n/a,n/a,1,0.75%,,,,,,,,,,
com.amaze.filemanager.asynchronous.services.AbstractProgressiveService.getNotificationBuilder(),0,n/a,n/a,1,0.37%,,,,,,,,,,
com.amaze.filemanager.asynchronous.services.AbstractProgressiveService.getNotificationCustomViewBig(),0,n/a,n/a,1,0.37%,,,,,,,,,,
com.amaze.filemanager.asynchronous.services.AbstractProgressiveService.getNotificationCustomViewSmall(),0,n/a,n/a,1,0.37%,,,,,,,,,,
com.amaze.filemanager.asynchronous.services.AbstractProgressiveService.getNotificationId(),0,n/a,n/a,1,0.37%,,,,,,,,,,
com.amaze.filemanager.asynchronous.services.AbstractProgressiveService.getNotificationManager(),0,n/a,n/a,1,0.37%,,,,,,,,,,
com.amaze.filemanager.asynchronous.services.AbstractProgressiveService.getProgressHandler(),0,n/a,n/a,1,0.37%,,,,,,,,,,
com.amaze.filemanager.asynchronous.services.AbstractProgressiveService.getProgressListener(),0,n/a,n/a,1,0.37%,,,,,,,,,,
com.amaze.filemanager.asynchronous.services.AbstractProgressiveService.getTitle(boolean),0,n/a,n/a,1,0.37%,,,,,,,,,,
com.amaze.filemanager.asynchronous.services.AbstractProgressiveService.initNotificationViews(),1,1,25,24,9.36%,,,,,,,,,,
com.amaze.filemanager.asynchronous.services.AbstractProgressiveService.isDecryptService(),0,0,4,4,1.50%,,,,,,,,,,
com.amaze.filemanager.asynchronous.services.AbstractProgressiveService.onDestroy(),2,0,8,6,3.00%,,,,,,,,,,
"com.amaze.filemanager.asynchronous.services.AbstractProgressiveService.onStartCommand(Intent,int,int)",0,0,4,4,1.50%,,,,,,,,,,
com.amaze.filemanager.asynchronous.services.AbstractProgressiveService.progressHalted(),1,0,15,14,5.62%,,,,,,,,,,
com.amaze.filemanager.asynchronous.services.AbstractProgressiveService.progressResumed(),1,0,17,16,6.37%,,,,,,,,,,
com.amaze.filemanager.asynchronous.services.AbstractProgressiveService.publishCompletedResult(int),0,0,7,7,2.62%,,,,,,,,,,
"com.amaze.filemanager.asynchronous.services.AbstractProgressiveService.publishResults(long,boolean,boolean)",10,8,101,88,37.83%,,,,,,,,,,
com.amaze.filemanager.asynchronous.services.AbstractProgressiveService.putDataPackage(DatapointParcelable),6,6,9,3,3.37%,,,,,,,,,,
com.amaze.filemanager.asynchronous.services.AbstractProgressiveService.setProgressListener(ProgressListener),0,n/a,n/a,1,0.37%,,,,,,,,,,
com.amaze.filemanager.asynchronous.services.CopyService.DoInBackground.Copy.Copy(),0,0,4,4,2.56%,,,,,,,,,,
"com.amaze.filemanager.asynchronous.services.CopyService.DoInBackground.Copy.copyFiles(HybridFileParcelable,HybridFile,ProgressHandler)",5,0,51,47,32.69%,,,,,,,,,,
"com.amaze.filemanager.asynchronous.services.CopyService.DoInBackground.Copy.copyRoot(HybridFileParcelable,HybridFile,boolean)",0,0,14,14,8.97%,,,,,,,,,,
"com.amaze.filemanager.asynchronous.services.CopyService.DoInBackground.Copy.execute(ArrayList<HybridFileParcelable>,String,boolean,OpenMode)",15,5,83,67,53.21%,,,,,,,,,,
com.amaze.filemanager.asynchronous.services.CopyService.DoInBackground.DoInBackground(boolean),0,0,3,3,1.21%,,,,,,,,,,
com.amaze.filemanager.asynchronous.services.CopyService.DoInBackground.doInBackground(Bundle...),4,0,29,25,11.69%,,,,,,,,,,
com.amaze.filemanager.asynchronous.services.CopyService.DoInBackground.findAndReplaceEncryptedEntry(HybridFileParcelable),11,6,40,28,16.13%,,,,,,,,,,
com.amaze.filemanager.asynchronous.services.CopyService.DoInBackground.onPostExecute(Void),3,0,13,10,5.24%,,,,,,,,,,
com.amaze.filemanager.asynchronous.services.CopyService.clearDataPackages(),0,0,4,4,1.01%,,,,,,,,,,
com.amaze.filemanager.asynchronous.services.CopyService.getDataPackages(),0,0,4,4,1.01%,,,,,,,,,,
com.amaze.filemanager.asynchronous.services.CopyService.getNotificationBuilder(),0,0,4,4,1.01%,,,,,,,,,,
com.amaze.filemanager.asynchronous.services.CopyService.getNotificationCustomViewBig(),0,0,4,4,1.01%,,,,,,,,,,
com.amaze.filemanager.asynchronous.services.CopyService.getNotificationCustomViewSmall(),0,0,4,4,1.01%,,,,,,,,,,
com.amaze.filemanager.asynchronous.services.CopyService.getNotificationId(),0,0,4,4,1.01%,,,,,,,,,,
com.amaze.filemanager.asynchronous.services.CopyService.getNotificationManager(),0,0,4,4,1.01%,,,,,,,,,,
com.amaze.filemanager.asynchronous.services.CopyService.getProgressHandler(),0,0,4,4,1.01%,,,,,,,,,,
com.amaze.filemanager.asynchronous.services.CopyService.getProgressListener(),0,0,3,3,0.76%,,,,,,,,,,
com.amaze.filemanager.asynchronous.services.CopyService.getTitle(boolean),0,0,5,5,1.26%,,,,,,,,,,
com.amaze.filemanager.asynchronous.services.CopyService.onBind(Intent),1,0,5,4,1.26%,,,,,,,,,,
com.amaze.filemanager.asynchronous.services.CopyService.onCreate(),0,0,6,6,1.52%,,,,,,,,,,
com.amaze.filemanager.asynchronous.services.CopyService.onDestroy(),0,0,4,4,1.01%,,,,,,,,,,
"com.amaze.filemanager.asynchronous.services.CopyService.onStartCommand(Intent,int,int)",3,0,57,54,14.39%,,,,,,,,,,
com.amaze.filemanager.asynchronous.services.CopyService.setProgressListener(ProgressListener),0,0,4,4,1.01%,,,,,,,,,,
com.amaze.filemanager.asynchronous.services.DecryptService.BackgroundTask.doInBackground(Void...),4,0,28,25,70.00%,,,,,,,,,,
com.amaze.filemanager.asynchronous.services.DecryptService.BackgroundTask.onPostExecute(Void),0,0,10,10,25.00%,,,,,,,,,,
com.amaze.filemanager.asynchronous.services.DecryptService.clearDataPackages(),0,0,4,4,2.16%,,,,,,,,,,
com.amaze.filemanager.asynchronous.services.DecryptService.getDataPackages(),0,0,4,4,2.16%,,,,,,,,,,
com.amaze.filemanager.asynchronous.services.DecryptService.getNotificationBuilder(),0,0,4,4,2.16%,,,,,,,,,,
com.amaze.filemanager.asynchronous.services.DecryptService.getNotificationCustomViewBig(),0,0,4,4,2.16%,,,,,,,,,,
com.amaze.filemanager.asynchronous.services.DecryptService.getNotificationCustomViewSmall(),0,0,4,4,2.16%,,,,,,,,,,
