Complexity metrics,Wed., 13 Oct. 2021 12:23:24 EDT,,
Method,CogC,ev(G),iv(G),v(G)
com.amaze.filemanager.ui.views.Indicator.setPageCount(int),0,1,1,1
com.amaze.filemanager.ui.views.Indicator.setSelectedPage(int),11,2,5,6
com.amaze.filemanager.ui.views.Indicator.setViewPager(ViewPager),0,1,1,1
com.amaze.filemanager.ui.views.ScrimInsetsRelativeLayout.ScrimInsetsRelativeLayout(Context),0,1,1,1
"com.amaze.filemanager.ui.views.ScrimInsetsRelativeLayout.ScrimInsetsRelativeLayout(Context,AttributeSet)",0,1,1,1
"com.amaze.filemanager.ui.views.ScrimInsetsRelativeLayout.ScrimInsetsRelativeLayout(Context,AttributeSet,int)",0,1,1,1
com.amaze.filemanager.ui.views.ScrimInsetsRelativeLayout.draw(Canvas),2,1,2,3
com.amaze.filemanager.ui.views.ScrimInsetsRelativeLayout.fitSystemWindows(Rect),1,1,2,2
"com.amaze.filemanager.ui.views.ScrimInsetsRelativeLayout.init(Context,AttributeSet,int)",1,2,1,2
com.amaze.filemanager.ui.views.ScrimInsetsRelativeLayout.onAttachedToWindow(),1,1,2,2
com.amaze.filemanager.ui.views.ScrimInsetsRelativeLayout.onDetachedFromWindow(),1,1,2,2
com.amaze.filemanager.ui.views.ScrimInsetsRelativeLayout.setOnInsetsCallback(OnInsetsCallback),0,1,1,1
com.amaze.filemanager.ui.views.ThemedImageButton.ThemedImageButton(Context),0,1,1,1
"com.amaze.filemanager.ui.views.ThemedImageButton.ThemedImageButton(Context,AttributeSet)",0,1,1,1
"com.amaze.filemanager.ui.views.ThemedImageButton.ThemedImageButton(Context,AttributeSet,int)",0,1,1,1
com.amaze.filemanager.ui.views.ThemedImageButton.getAccessibilityClassName(),0,1,1,1
com.amaze.filemanager.ui.views.ThemedImageButton.onSetAlpha(int),0,1,1,1
com.amaze.filemanager.ui.views.ThemedImageView.ThemedImageView(Context),0,1,1,1
"com.amaze.filemanager.ui.views.ThemedImageView.ThemedImageView(Context,AttributeSet)",0,1,1,1
"com.amaze.filemanager.ui.views.ThemedImageView.ThemedImageView(Context,AttributeSet,int)",4,3,4,5
com.amaze.filemanager.ui.views.ThemedImageView.getActivity(),3,3,2,3
"com.amaze.filemanager.ui.views.ThemedTextView.ThemedTextView(Context,AttributeSet)",0,1,1,1
"com.amaze.filemanager.ui.views.ThemedTextView.setTextViewColor(TextView,Context)",3,1,4,4
"com.amaze.filemanager.ui.views.WarnableTextInputLayout.WarnableTextInputLayout(Context,AttributeSet)",0,1,1,1
com.amaze.filemanager.ui.views.WarnableTextInputLayout.removeError(),0,1,1,1
com.amaze.filemanager.ui.views.WarnableTextInputLayout.setError(CharSequence),1,1,2,2
com.amaze.filemanager.ui.views.WarnableTextInputLayout.setWarning(int),1,1,2,2
com.amaze.filemanager.ui.views.WarnableTextInputValidator.ReturnState.ReturnState(),0,1,1,1
"com.amaze.filemanager.ui.views.WarnableTextInputValidator.ReturnState.ReturnState(int,int)",0,1,1,1
"com.amaze.filemanager.ui.views.WarnableTextInputValidator.WarnableTextInputValidator(Context,EditText,WarnableTextInputLayout,View,OnTextValidate)",0,1,1,1
com.amaze.filemanager.ui.views.WarnableTextInputValidator.afterTextChanged(Editable),0,1,1,1
com.amaze.filemanager.ui.views.WarnableTextInputValidator.doValidate(boolean),3,1,2,5
"com.amaze.filemanager.ui.views.WarnableTextInputValidator.onFocusChange(View,boolean)",1,1,2,2
"com.amaze.filemanager.ui.views.WarnableTextInputValidator.onTouch(View,MotionEvent)",0,1,1,1
com.amaze.filemanager.ui.views.WarnableTextInputValidator.performClick(),0,1,1,1
com.amaze.filemanager.ui.views.WarnableTextInputValidator.setEditTextIcon(Integer),1,1,1,2
com.amaze.filemanager.ui.views.WarnableTextInputValidatorTest.setUp(),0,1,1,1
com.amaze.filemanager.ui.views.WarnableTextInputValidatorTest.testValidate(),2,1,1,2
"com.amaze.filemanager.ui.views.appbar.AppBar.AppBar(MainActivity,SharedPreferences,SearchListener)",2,1,3,3
com.amaze.filemanager.ui.views.appbar.AppBar.getAppbarLayout(),0,1,1,1
com.amaze.filemanager.ui.views.appbar.AppBar.getBottomBar(),0,1,1,1
com.amaze.filemanager.ui.views.appbar.AppBar.getSearchView(),0,1,1,1
com.amaze.filemanager.ui.views.appbar.AppBar.getToolbar(),0,1,1,1
com.amaze.filemanager.ui.views.appbar.AppBar.setTitle(String),1,1,2,2
com.amaze.filemanager.ui.views.appbar.AppBar.setTitle(int),1,1,2,2
"com.amaze.filemanager.ui.views.appbar.BottomBar.BottomBar(AppBar,MainActivity)",20,5,13,13
com.amaze.filemanager.ui.views.appbar.BottomBar.areButtonsShowing(),0,1,1,1
com.amaze.filemanager.ui.views.appbar.BottomBar.createArrow(),2,1,2,2
com.amaze.filemanager.ui.views.appbar.BottomBar.createFolderButton(String),2,1,2,2
com.amaze.filemanager.ui.views.appbar.BottomBar.getFullPathText(),0,1,1,1
com.amaze.filemanager.ui.views.appbar.BottomBar.getPathLayout(),0,1,1,1
"com.amaze.filemanager.ui.views.appbar.BottomBar.onTouch(View,MotionEvent)",0,1,1,1
com.amaze.filemanager.ui.views.appbar.BottomBar.resetClickListener(),0,1,1,1
com.amaze.filemanager.ui.views.appbar.BottomBar.sendScroll(HorizontalScrollView),0,1,1,1
com.amaze.filemanager.ui.views.appbar.BottomBar.setBackgroundColor(int),0,1,1,1
com.amaze.filemanager.ui.views.appbar.BottomBar.setClickListener(),0,1,1,1
com.amaze.filemanager.ui.views.appbar.BottomBar.setFullPathText(String),0,1,1,1
com.amaze.filemanager.ui.views.appbar.BottomBar.setPathText(String),0,1,1,1
com.amaze.filemanager.ui.views.appbar.BottomBar.setVisibility(int),0,1,1,1
com.amaze.filemanager.ui.views.appbar.BottomBar.showButtons(BottomBarButtonPath),18,1,8,8
"com.amaze.filemanager.ui.views.appbar.BottomBar.updatePath(String,boolean,String,OpenMode,int,int,BottomBarButtonPath)",14,4,9,15
"com.amaze.filemanager.ui.views.appbar.SearchView.SearchView(AppBar,MainActivity,SearchListener)",2,2,2,2
com.amaze.filemanager.ui.views.appbar.SearchView.hideSearchView(),2,1,2,2
com.amaze.filemanager.ui.views.appbar.SearchView.isEnabled(),0,1,1,1
com.amaze.filemanager.ui.views.appbar.SearchView.isShown(),0,1,1,1
com.amaze.filemanager.ui.views.appbar.SearchView.revealSearchView(),2,1,2,2
"com.amaze.filemanager.ui.views.drawer.ActionViewStateManager.ActionViewStateManager(int,int)",0,1,1,1
com.amaze.filemanager.ui.views.drawer.ActionViewStateManager.deselectCurrentActionView(),1,1,2,2
com.amaze.filemanager.ui.views.drawer.ActionViewStateManager.selectActionView(MenuItem),2,1,3,3
"com.amaze.filemanager.ui.views.drawer.CustomNavigationView.CustomNavigationView(Context,AttributeSet)",0,1,1,1
com.amaze.filemanager.ui.views.drawer.CustomNavigationView.SavedState.SavedState(Parcel),0,1,1,1
com.amaze.filemanager.ui.views.drawer.CustomNavigationView.SavedState.SavedState(Parcelable),0,1,1,1
"com.amaze.filemanager.ui.views.drawer.CustomNavigationView.SavedState.writeToParcel(Parcel,int)",0,1,1,1
com.amaze.filemanager.ui.views.drawer.CustomNavigationView.deselectItems(),0,1,1,1
com.amaze.filemanager.ui.views.drawer.CustomNavigationView.getSelected(),1,2,1,2
com.amaze.filemanager.ui.views.drawer.CustomNavigationView.isNavigationViewSavedStateMissing(),0,1,1,1
com.amaze.filemanager.ui.views.drawer.CustomNavigationView.onItemChecked(MenuItem),0,1,1,1
com.amaze.filemanager.ui.views.drawer.CustomNavigationView.onNavigationItemSelected(MenuItem),4,2,3,3
com.amaze.filemanager.ui.views.drawer.CustomNavigationView.onRestoreInstanceState(Parcelable),2,3,3,3
com.amaze.filemanager.ui.views.drawer.CustomNavigationView.onSaveInstanceState(),1,2,2,2
com.amaze.filemanager.ui.views.drawer.CustomNavigationView.setCheckedItem(MenuItem),0,1,1,1
com.amaze.filemanager.ui.views.drawer.CustomNavigationView.setNavigationItemSelectedListener(OnNavigationItemSelectedListener),0,1,1,1
com.amaze.filemanager.ui.views.drawer.Drawer.Drawer(MainActivity),8,1,7,7
"com.amaze.filemanager.ui.views.drawer.Drawer.addNewItem(Menu,int,int,String,MenuMetadata,int,Integer)",9,2,6,7
"com.amaze.filemanager.ui.views.drawer.Drawer.addNewItem(Menu,int,int,int,MenuMetadata,int,Integer)",0,1,1,1
com.amaze.filemanager.ui.views.drawer.Drawer.close(),0,1,1,1
com.amaze.filemanager.ui.views.drawer.Drawer.closeIfNotLocked(),1,1,2,2
com.amaze.filemanager.ui.views.drawer.Drawer.deselectEverything(),2,2,2,3
com.amaze.filemanager.ui.views.drawer.Drawer.getBilling(),0,1,1,1
com.amaze.filemanager.ui.views.drawer.Drawer.getDonateImageView(),0,1,1,1
com.amaze.filemanager.ui.views.drawer.Drawer.getDrawerSelectedItem(),1,2,1,2
com.amaze.filemanager.ui.views.drawer.Drawer.getFirstPath(),0,1,1,1
com.amaze.filemanager.ui.views.drawer.Drawer.getPhoneStorageCount(),0,1,1,1
com.amaze.filemanager.ui.views.drawer.Drawer.getSecondPath(),0,1,1,1
com.amaze.filemanager.ui.views.drawer.Drawer.initDrawerFocusItems(),8,5,5,5
com.amaze.filemanager.ui.views.drawer.Drawer.isLocked(),0,1,1,1
com.amaze.filemanager.ui.views.drawer.Drawer.isOnTablet(),0,1,1,1
com.amaze.filemanager.ui.views.drawer.Drawer.isOpen(),0,1,1,1
com.amaze.filemanager.ui.views.drawer.Drawer.lock(int),2,2,1,3
com.amaze.filemanager.ui.views.drawer.Drawer.lockIfNotOnTablet(int),1,2,1,2
"com.amaze.filemanager.ui.views.drawer.Drawer.onActivityResult(int,int,Intent)",4,1,5,5
com.amaze.filemanager.ui.views.drawer.Drawer.onConfigurationChanged(Configuration),1,1,2,2
com.amaze.filemanager.ui.views.drawer.Drawer.onDrawerClosed(),7,4,5,5
com.amaze.filemanager.ui.views.drawer.Drawer.onNavigationItemActionClick(MenuItem),11,1,10,11
com.amaze.filemanager.ui.views.drawer.Drawer.onNavigationItemSelected(MenuItem),15,1,12,14
com.amaze.filemanager.ui.views.drawer.Drawer.onOptionsItemSelected(MenuItem),1,1,2,2
com.amaze.filemanager.ui.views.drawer.Drawer.open(),0,1,1,1
com.amaze.filemanager.ui.views.drawer.Drawer.refactorDrawerLockMode(),2,1,2,2
com.amaze.filemanager.ui.views.drawer.Drawer.refreshDrawer(),53,3,30,32
com.amaze.filemanager.ui.views.drawer.Drawer.resetPendingPath(),0,1,1,1
com.amaze.filemanager.ui.views.drawer.Drawer.selectCorrectDrawerItem(int),2,1,2,2
com.amaze.filemanager.ui.views.drawer.Drawer.selectCorrectDrawerItemForPath(String),2,1,2,2
com.amaze.filemanager.ui.views.drawer.Drawer.setBackgroundColor(int),0,1,1,1
com.amaze.filemanager.ui.views.drawer.Drawer.setDrawerHeaderBackground(),2,2,2,3
com.amaze.filemanager.ui.views.drawer.Drawer.setDrawerIndicatorEnabled(),1,1,2,2
com.amaze.filemanager.ui.views.drawer.Drawer.setNavViewDimension(CustomNavigationView),0,1,1,1
com.amaze.filemanager.ui.views.drawer.Drawer.syncState(),1,1,2,2
com.amaze.filemanager.ui.views.drawer.Drawer.unlockIfNotOnTablet(),1,2,1,2
com.amaze.filemanager.ui.views.drawer.MenuMetadata.MenuMetadata(OnClickListener),0,1,1,1
com.amaze.filemanager.ui.views.drawer.MenuMetadata.MenuMetadata(String),0,1,1,1
com.amaze.filemanager.utils.AnimUtilsTest.testGetFastOutSlowInInterpolator(),0,1,1,1
com.amaze.filemanager.utils.AnimUtilsTest.testMarqueeAfterDelay(),0,1,1,1
com.amaze.filemanager.utils.Billing.Billing(BasicActivity),0,1,1,1
com.amaze.filemanager.utils.Billing.destroyBillingInstance(),0,1,1,1
com.amaze.filemanager.utils.BookSorterTest.testCompareLHSTitleBigAndPathBigger(),0,1,1,1
com.amaze.filemanager.utils.BookSorterTest.testCompareRHSTitleBigAndPathBigger(),0,1,1,1
com.amaze.filemanager.utils.BookSorterTest.testCompareTitleNotSameCaseAndLHSPathBigger(),0,1,1,1
com.amaze.filemanager.utils.BookSorterTest.testCompareTitleNotSameCaseAndPathSame(),0,1,1,1
com.amaze.filemanager.utils.BookSorterTest.testCompareTitleNotSameCaseAndRHSPathBigger(),0,1,1,1
com.amaze.filemanager.utils.BookSorterTest.testCompareTitleSameAndLHSPathBigger(),0,1,1,1
com.amaze.filemanager.utils.BookSorterTest.testCompareTitleSameAndPathSame(),0,1,1,1
com.amaze.filemanager.utils.BookSorterTest.testCompareTitleSameAndRHSPathBigger(),0,1,1,1
com.amaze.filemanager.utils.ComputerParcelableTest.testObjectEquals(),0,1,1,1
com.amaze.filemanager.utils.ComputerParcelableTest.testObjectNotEqualsAddr(),0,1,1,1
com.amaze.filemanager.utils.ComputerParcelableTest.testObjectNotEqualsName(),0,1,1,1
com.amaze.filemanager.utils.ComputerParcelableTest.testObjectNotEqualsTwo(),0,1,1,1
com.amaze.filemanager.utils.DataUtils.DataUtils(),0,1,1,1
com.amaze.filemanager.utils.DataUtils.addAccount(CloudStorage),0,1,1,1
com.amaze.filemanager.utils.DataUtils.addBook(String[]),1,2,1,2
"com.amaze.filemanager.utils.DataUtils.addBook(String[],boolean)",4,2,3,3
com.amaze.filemanager.utils.DataUtils.addHiddenFile(String),1,1,2,2
com.amaze.filemanager.utils.DataUtils.addHistoryFile(String),1,1,2,2
com.amaze.filemanager.utils.DataUtils.addServer(String[]),0,1,1,1
com.amaze.filemanager.utils.DataUtils.clear(),0,1,1,1
com.amaze.filemanager.utils.DataUtils.clearHistory(),1,1,2,2
"com.amaze.filemanager.utils.DataUtils.contains(String,ArrayList<String[]>)",3,3,2,3
"com.amaze.filemanager.utils.DataUtils.contains(String[],ArrayList<String[]>)",5,4,3,5
com.amaze.filemanager.utils.DataUtils.containsAccounts(OpenMode),15,6,1,10
com.amaze.filemanager.utils.DataUtils.containsBooks(String[]),0,1,1,1
com.amaze.filemanager.utils.DataUtils.containsServer(String),4,4,2,4
com.amaze.filemanager.utils.DataUtils.containsServer(String[]),0,1,1,1
com.amaze.filemanager.utils.DataUtils.findLongestContainingDrawerItem(CharSequence),0,1,1,1
com.amaze.filemanager.utils.DataUtils.getAccount(OpenMode),15,6,1,10
com.amaze.filemanager.utils.DataUtils.getAccounts(),0,1,1,1
com.amaze.filemanager.utils.DataUtils.getBooks(),0,1,1,1
com.amaze.filemanager.utils.DataUtils.getCheckedItemsList(),0,1,1,1
com.amaze.filemanager.utils.DataUtils.getHiddenFiles(),0,1,1,1
com.amaze.filemanager.utils.DataUtils.getHistory(),0,1,1,1
com.amaze.filemanager.utils.DataUtils.getInstance(),0,1,1,1
"com.amaze.filemanager.utils.DataUtils.getListOrGridForPath(String,int)",1,1,1,2
com.amaze.filemanager.utils.DataUtils.getServers(),0,1,1,1
com.amaze.filemanager.utils.DataUtils.getStorages(),0,1,1,1
com.amaze.filemanager.utils.DataUtils.isFileHidden(String),1,1,2,2
"com.amaze.filemanager.utils.DataUtils.putDrawerPath(MenuItem,String)",3,2,3,3
com.amaze.filemanager.utils.DataUtils.registerOnDataChangedListener(DataChangeListener),0,1,1,1
com.amaze.filemanager.utils.DataUtils.removeAccount(OpenMode),15,6,6,10
com.amaze.filemanager.utils.DataUtils.removeBook(int),1,1,2,2
com.amaze.filemanager.utils.DataUtils.removeHiddenFile(String),1,1,2,2
com.amaze.filemanager.utils.DataUtils.removeServer(int),1,1,2,2
com.amaze.filemanager.utils.DataUtils.setAccounts(ArrayList<CloudStorage>),1,1,1,2
com.amaze.filemanager.utils.DataUtils.setBooks(ArrayList<String[]>),1,1,1,2
com.amaze.filemanager.utils.DataUtils.setCheckedItemsList(ArrayList<LayoutElementParcelable>),0,1,1,1
com.amaze.filemanager.utils.DataUtils.setGridfiles(ArrayList<String>),3,1,3,3
com.amaze.filemanager.utils.DataUtils.setHiddenFiles(ConcurrentRadixTree<VoidValue>),1,1,1,2
com.amaze.filemanager.utils.DataUtils.setHistory(LinkedList<String>),0,1,1,1
com.amaze.filemanager.utils.DataUtils.setListfiles(ArrayList<String>),3,1,3,3
"com.amaze.filemanager.utils.DataUtils.setPathAsGridOrList(String,int)",0,1,1,1
com.amaze.filemanager.utils.DataUtils.setServers(ArrayList<String[]>),1,1,1,2
com.amaze.filemanager.utils.DataUtils.setStorages(ArrayList<String>),0,1,1,1
com.amaze.filemanager.utils.DataUtils.sortBook(),0,1,1,1
"com.amaze.filemanager.utils.EditTextColorStateUtil.createEditTextColorStateList(Context,int)",0,1,1,1
"com.amaze.filemanager.utils.EditTextColorStateUtil.setTint(Context,EditText,int)",3,2,3,4
"com.amaze.filemanager.utils.FingerprintHandler.FingerprintHandler(Context,Intent,MaterialDialog,DecryptButtonCallbackInterface)",0,1,1,1
"com.amaze.filemanager.utils.FingerprintHandler.authenticate(FingerprintManager,CryptoObject)",1,2,1,2
"com.amaze.filemanager.utils.FingerprintHandler.onAuthenticationError(int,CharSequence)",0,1,1,1
com.amaze.filemanager.utils.FingerprintHandler.onAuthenticationFailed(),0,1,1,1
"com.amaze.filemanager.utils.FingerprintHandler.onAuthenticationHelp(int,CharSequence)",0,1,1,1
com.amaze.filemanager.utils.FingerprintHandler.onAuthenticationSucceeded(AuthenticationResult),0,1,1,1
"com.amaze.filemanager.utils.ImmutableEntry.ImmutableEntry(K,V)",0,1,1,1
com.amaze.filemanager.utils.ImmutableEntry.getKey(),0,1,1,1
com.amaze.filemanager.utils.ImmutableEntry.getValue(),0,1,1,1
com.amaze.filemanager.utils.ImmutableEntry.setValue(V),0,1,1,1
com.amaze.filemanager.utils.InterestingConfigChange.isConfigChanged(Resources),1,1,1,2
com.amaze.filemanager.utils.InterestingConfigChange.recycle(),0,1,1,1
com.amaze.filemanager.utils.LruBitmapCache.LruBitmapCache(),0,1,1,1
com.amaze.filemanager.utils.LruBitmapCache.LruBitmapCache(int),0,1,1,1
com.amaze.filemanager.utils.LruBitmapCache.getBitmap(String),0,1,1,1
com.amaze.filemanager.utils.LruBitmapCache.getDefaultCacheSize(),0,1,1,1
"com.amaze.filemanager.utils.LruBitmapCache.putBitmap(String,Bitmap)",0,1,1,1
"com.amaze.filemanager.utils.LruBitmapCache.sizeOf(String,Bitmap)",0,1,1,1
com.amaze.filemanager.utils.MainActivityHelper.MainActivityHelper(MainActivity),0,1,1,1
"com.amaze.filemanager.utils.MainActivityHelper.addSearchFragment(FragmentManager,Fragment,String,String,OpenMode,boolean,boolean,boolean)",0,1,1,1
"com.amaze.filemanager.utils.MainActivityHelper.checkFolder(File,Context)",0,1,1,1
"com.amaze.filemanager.utils.MainActivityHelper.checkFolder(String,OpenMode,Context)",31,14,10,15
"com.amaze.filemanager.utils.MainActivityHelper.compressFiles(File,ArrayList<HybridFileParcelable>)",3,1,3,3
com.amaze.filemanager.utils.MainActivityHelper.deleteFiles(ArrayList<HybridFileParcelable>),7,3,5,7
com.amaze.filemanager.utils.MainActivityHelper.extractFile(File),3,1,3,3
com.amaze.filemanager.utils.MainActivityHelper.getIntegralNames(String),1,1,1,8
com.amaze.filemanager.utils.MainActivityHelper.guideDialogForLEXA(String),0,1,1,1
"com.amaze.filemanager.utils.MainActivityHelper.guideDialogForLEXA(String,int)",0,1,1,1
"com.amaze.filemanager.utils.MainActivityHelper.mk(int,String,SingleButtonCallback,OnTextValidate)",0,1,1,1
"com.amaze.filemanager.utils.MainActivityHelper.mkDir(HybridFile,HybridFile,MainFragment)",16,1,7,7
"com.amaze.filemanager.utils.MainActivityHelper.mkFile(HybridFile,HybridFile,MainFragment)",17,1,7,7
"com.amaze.filemanager.utils.MainActivityHelper.mkdir(OpenMode,String,MainFragment)",4,3,3,4
"com.amaze.filemanager.utils.MainActivityHelper.mkfile(OpenMode,String,MainFragment)",14,5,6,7
"com.amaze.filemanager.utils.MainActivityHelper.parseCloudPath(OpenMode,String)",13,9,9,9
com.amaze.filemanager.utils.MainActivityHelper.parseOTGPath(String),2,2,2,2
"com.amaze.filemanager.utils.MainActivityHelper.rename(OpenMode,String,String,String,boolean,Activity,boolean)",25,1,8,9
"com.amaze.filemanager.utils.MainActivityHelper.search(SharedPreferences,String)",6,3,6,6
"com.amaze.filemanager.utils.MainActivityHelper.showFailedOperationDialog(ArrayList<HybridFileParcelable>,Context)",1,1,2,2
com.amaze.filemanager.utils.MainActivityHelper.triggerStorageAccessFramework(int),0,1,1,1
com.amaze.filemanager.utils.ObtainableServiceBinder.ObtainableServiceBinder(T),0,1,1,1
com.amaze.filemanager.utils.ObtainableServiceBinder.getService(),0,1,1,1
com.amaze.filemanager.utils.OpenModeTest.testGetOpenMode(),0,1,1,1
com.amaze.filemanager.utils.ProgressHandler.ProgressHandler(),0,1,1,1
com.amaze.filemanager.utils.ProgressHandler.addWrittenLength(long),0,1,1,1
com.amaze.filemanager.utils.ProgressHandler.getCancelled(),0,1,1,1
com.amaze.filemanager.utils.ProgressHandler.getFileName(),0,1,1,1
com.amaze.filemanager.utils.ProgressHandler.getPercentProgress(),1,2,1,2
com.amaze.filemanager.utils.ProgressHandler.getSourceFilesProcessed(),0,1,1,1
com.amaze.filemanager.utils.ProgressHandler.getSourceSize(),0,1,1,1
com.amaze.filemanager.utils.ProgressHandler.getTotalSize(),0,1,1,1
com.amaze.filemanager.utils.ProgressHandler.getWrittenSize(),0,1,1,1
com.amaze.filemanager.utils.ProgressHandler.setCancelled(boolean),0,1,1,1
com.amaze.filemanager.utils.ProgressHandler.setFileName(String),0,1,1,1
com.amaze.filemanager.utils.ProgressHandler.setProgressListener(ProgressListener),0,1,1,1
com.amaze.filemanager.utils.ProgressHandler.setSourceFilesProcessed(int),0,1,1,1
com.amaze.filemanager.utils.ProgressHandler.setSourceSize(int),0,1,1,1
com.amaze.filemanager.utils.ProgressHandler.setTotalSize(long),0,1,1,1
com.amaze.filemanager.utils.SmbUtil.SmbUtil(),0,1,1,1
com.amaze.filemanager.utils.SmbUtil.checkFolder(String),5,2,3,4
com.amaze.filemanager.utils.SmbUtil.create(String),1,1,2,2
com.amaze.filemanager.utils.SmbUtil.createFrom(String),8,5,5,5
"com.amaze.filemanager.utils.SmbUtil.getSmbDecryptedPath(Context,String)",3,2,3,4
"com.amaze.filemanager.utils.SmbUtil.getSmbEncryptedPath(Context,String)",3,2,3,4
com.amaze.filemanager.utils.SmbUtilTest.testCheckFolder(),0,1,1,1
com.amaze.filemanager.utils.SmbUtilTest.testCreateNtlmPasswordAuthenticator(),0,1,1,1
com.amaze.filemanager.utils.SmbUtilTest.testEncryptDecrypt(),0,1,1,1
com.amaze.filemanager.utils.SmbUtilTest.testEncryptWithoutCredentials(),0,1,1,1
com.amaze.filemanager.utils.SmbUtilTest.testEncryptWithoutPassword(),0,1,1,1
com.amaze.filemanager.utils.SubnetScanner.SubnetScanner(Context),0,1,1,1
com.amaze.filemanager.utils.SubnetScanner.Task.Task(String),0,1,1,1
com.amaze.filemanager.utils.SubnetScanner.Task.call(),3,2,1,4
com.amaze.filemanager.utils.SubnetScanner.doInBackground(Void...),53,6,11,15
com.amaze.filemanager.utils.SubnetScanner.getResults(),0,1,1,1
com.amaze.filemanager.utils.SubnetScanner.init(),1,1,2,2
com.amaze.filemanager.utils.SubnetScanner.onCancelled(Void),1,1,1,2
com.amaze.filemanager.utils.SubnetScanner.onPostExecute(Void),0,1,1,1
com.amaze.filemanager.utils.SubnetScanner.onPreExecute(),0,1,1,1
com.amaze.filemanager.utils.SubnetScanner.onProgressUpdate(ComputerParcelable...),3,1,3,3
com.amaze.filemanager.utils.SubnetScanner.setObserver(ScanObserver),0,1,1,1
com.amaze.filemanager.utils.SubnetScanner.tryWithBroadcast(),22,1,5,7
com.amaze.filemanager.utils.TinyDBTest.setUp(),0,1,1,1
com.amaze.filemanager.utils.TinyDBTest.testLoadBooleanArrayShouldReturnDefaultValue(),0,1,1,1
com.amaze.filemanager.utils.TinyDBTest.testLoadBooleanArrayShouldReturnDefaultValue2(),0,1,1,1
com.amaze.filemanager.utils.TinyDBTest.testSaveLoadBooleanArray(),0,1,1,1
"com.amaze.filemanager.utils.Utils.buildEmailIntent(String,String)",1,1,2,2
"com.amaze.filemanager.utils.Utils.clamp(float,float,float)",0,1,1,1
"com.amaze.filemanager.utils.Utils.differenceStrings(String,String)",3,4,1,4
com.amaze.filemanager.utils.Utils.disableScreenRotation(Activity),2,1,3,3
"com.amaze.filemanager.utils.Utils.dpToPx(Context,int)",0,1,1,1
com.amaze.filemanager.utils.Utils.enableScreenRotation(Activity),0,1,1,1
com.amaze.filemanager.utils.Utils.formatTimer(long),0,1,1,1
"com.amaze.filemanager.utils.Utils.getColor(Context,int)",2,2,2,2
"com.amaze.filemanager.utils.Utils.getDate(Context,long)",0,1,1,1
"com.amaze.filemanager.utils.Utils.getUriForBaseFile(Context,HybridFileParcelable)",4,4,4,5
com.amaze.filemanager.utils.Utils.getViewRawY(View),0,1,1,1
com.amaze.filemanager.utils.Utils.getVolumeDirectory(StorageVolume),1,1,1,2
"com.amaze.filemanager.utils.Utils.indexOfDifferenceStrings(CharSequence,CharSequence)",9,6,4,9
com.amaze.filemanager.utils.Utils.isDeviceInLandScape(Activity),0,1,1,1
com.amaze.filemanager.utils.Utils.isNullOrEmpty(Collection<?>),1,1,2,2
com.amaze.filemanager.utils.Utils.isNullOrEmpty(String),1,1,2,2
"com.amaze.filemanager.utils.Utils.nthToLastCharIndex(int,String,char)",5,4,3,5
com.amaze.filemanager.utils.Utils.openTelegramURL(Context),0,1,1,1
"com.amaze.filemanager.utils.Utils.openURL(String,Context)",0,1,1,1
com.amaze.filemanager.utils.Utils.sanitizeInput(String),3,3,2,3
com.amaze.filemanager.utils.Utils.sanitizeInputOnce(String),0,1,1,1
"com.amaze.filemanager.utils.Utils.setTint(Context,CheckBox,int)",3,2,2,3
"com.amaze.filemanager.utils.Utils.showCutCopySnackBar(MainActivity,CharSequence,int,int,Runnable,Runnable)",0,1,1,1
"com.amaze.filemanager.utils.Utils.showThemedSnackbar(MainActivity,CharSequence,int,int,Runnable)",1,1,2,2
"com.amaze.filemanager.utils.Utils.zoom(Float,Float,PointF,View)",0,1,1,1
com.amaze.filemanager.utils.UtilsTest.testDifferenceStrings(),0,1,1,1
com.amaze.filemanager.utils.UtilsTest.testFormatTimer(),0,1,1,1
com.amaze.filemanager.utils.UtilsTest.testGetUriForBaseFile(),5,1,4,4
com.amaze.filemanager.utils.UtilsTest.testGetVolumeDirectory(),0,1,1,1
com.amaze.filemanager.utils.UtilsTest.testIsNullOrEmptyCollection(),0,1,1,1
com.amaze.filemanager.utils.UtilsTest.testIsNullOrEmptyString(),0,1,1,1
com.amaze.filemanager.utils.UtilsTest.testSanitizeInput(),0,1,1,1
null.afterTextChanged(Editable),2,n/a,n/a,n/a
null.close(),0,n/a,n/a,n/a
null.computerFound(ComputerParcelable),4,n/a,n/a,n/a
null.confirm(Intent),0,n/a,n/a,n/a
null.count(int),0,n/a,n/a,n/a
null.createFileSystem(Session),0,n/a,n/a,n/a
null.createFromParcel(Parcel),0,1,1,1
null.doInBackground(String...),0,n/a,n/a,n/a
null.doInBackground(Void...),62,n/a,n/a,n/a
"null.done(HybridFile,boolean)",0,n/a,n/a,n/a
null.equals(Object),6,n/a,n/a,n/a
null.execute(SFTPClient),1,n/a,n/a,n/a
null.execute(SSHClient),2,n/a,n/a,n/a
null.execute(Session),2,n/a,n/a,n/a
null.exists(HybridFile),0,n/a,n/a,n/a
null.failed(),0,n/a,n/a,n/a
null.getCompressedCount(),0,n/a,n/a,n/a
null.getPrivate(),0,n/a,n/a,n/a
null.getPublic(),0,n/a,n/a,n/a
null.getSpanSize(int),4,n/a,n/a,n/a
